time,pitch,rpm,angle,trackPos,distRaced,yaw,curLapTime,roll,pitch,speedGlobalX,speedGlobalY,wheelSpinVel,speedX,speedY,speedZ,x,y,z
-0.98,-0.003938,1570.796387,0.041301,0.339072,0.0,-0.041299,-0.982,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.96,-0.003938,1853.054932,0.041301,0.339072,0.0,-0.041299,-0.962,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.94,-0.003938,2173.032959,0.041301,0.339072,0.0,-0.041299,-0.942,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.92,-0.003938,2525.545166,0.041301,0.339072,0.0,-0.041299,-0.922,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.9,-0.003938,2908.463135,0.041301,0.339072,0.0,-0.041299,-0.902,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.88,-0.003938,3324.788574,0.041301,0.339072,0.0,-0.041299,-0.882,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.86,-0.003938,3781.569336,0.041301,0.339072,0.0,-0.041299,-0.862,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.84,-0.003938,4283.973633,0.041301,0.339072,0.0,-0.041299,-0.842,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.82,-0.003938,4843.111328,0.041301,0.339072,0.0,-0.041299,-0.822,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.8,-0.003938,5467.071289,0.041301,0.339072,0.0,-0.041299,-0.802,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.78,-0.003938,6122.090332,0.041301,0.339072,0.0,-0.041299,-0.782,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.76,-0.003938,6797.744629,0.041301,0.339072,0.0,-0.041299,-0.762,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.74,-0.003938,7498.664062,0.041301,0.339072,0.0,-0.041299,-0.742,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.72,-0.003938,8199.407227,0.041301,0.339072,0.0,-0.041299,-0.722,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.7,-0.003938,8885.783203,0.041301,0.339072,0.0,-0.041299,-0.702,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.68,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.682,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.66,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.662,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.64,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.642,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.62,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.622,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.6,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.602,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.58,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.582,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.56,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.562,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.54,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.542,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.52,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.522,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.5,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.502,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.48,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.482,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.46,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.462,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.44,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.442,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.42,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.422,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.4,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.402,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.38,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.382,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.36,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.362,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.34,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.342,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.32,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.322,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.3,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.302,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.28,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.282,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.26,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.262,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.24,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.242,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.22,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.222,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
-0.2,-0.003938,9424.77832,0.041301,0.339072,0.0,-0.041299,-0.202,-0.273755,-0.003938,0.035649,0.0,-0.043692,0.126644,-0.046842,1.0,20.086702,0.390256,0.0
